cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes,cvss_score
CVE-2021-35587,Oracle,Fusion Middleware,Oracle Fusion Middleware Unspecified Vulnerability,2022-11-28,Oracle Fusion Middleware Access Manager allows an unauthenticated attacker with network access via HTTP to takeover the Access Manager product.,Apply updates per vendor instructions.,2022-12-19,Unknown,https://www.oracle.com/security-alerts/cpujan2022.html; https://nvd.nist.gov/vuln/detail/CVE-2021-35587,"CWE-502, CWE-790",8.2
CVE-2016-0151,Microsoft,Client-Server Run-time Subsystem (CSRSS),Microsoft Windows CSRSS Security Feature Bypass Vulnerability,2022-03-28,"The Client-Server Run-time Subsystem (CSRSS) in Microsoft mismanages process tokens, which allows local users to gain privileges via a crafted application.",Apply updates per vendor instructions.,2022-04-18,Known,https://nvd.nist.gov/vuln/detail/CVE-2016-0151,CWE-264,8.2
CVE-2018-0147,Cisco,Secure Access Control System (ACS),Cisco Secure Access Control System Java Deserialization Vulnerability,2022-03-25,"A vulnerability in Java deserialization used by Cisco Secure Access Control System (ACS) could allow an unauthenticated, remote attacker to execute arbitrary commands on an affected device. The vulnerability is due to insecure deserialization of user-supplied content by the affected software.",Apply updates per vendor instructions.,2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-0147,CWE-20,8.2
CVE-2017-8540,Microsoft,Malware Protection Engine,Microsoft Malware Protection Engine Improper Restriction of Operations Vulnerability,2022-03-03,"The Microsoft Malware Protection Engine running on Microsoft Forefront and Microsoft Defender on Microsoft Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, 1607, and 1703, and Windows Server 2016, Microsoft Exchange Server 2013 and 2016, does not properly scan a specially crafted file leading to memory corruption. aka ""Microsoft Malware Protection Engine Remote Code Execution Vulnerability"".",Apply updates per vendor instructions.,2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-8540,CWE-119,8.2
CVE-2021-44168,Fortinet,FortiOS,Fortinet FortiOS Arbitrary File Download,2021-12-10,"Fortinet FortiOS ""execute restore src-vis"" downloads code without integrity checking, allowing an attacker to arbitrarily download files.",Apply updates per vendor instructions.,2021-12-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-44168,CWE-494,8.2
CVE-2021-30551,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2021-11-03,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-30551,"CWE-122, CWE-843",8.2
CVE-2021-21220,Google,Chromium V8,Google Chromium V8 Improper Input Validation Vulnerability,2021-11-03,"Google Chromium V8 Engine contains an improper input validation vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-21220,"CWE-20, CWE-122",8.2
CVE-2020-10221,rConfig,rConfig,rConfig OS Command Injection Vulnerability,2021-11-03,rConfig lib/ajaxHandlers/ajaxAddTemplate.php contains an OS command injection vulnerability that allows remote attackers to execute OS commands via shell metacharacters in the fileName POST parameter.,Apply updates per vendor instructions.,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-10221,CWE-78,8.2
CVE-2024-12356,BeyondTrust,Privileged Remote Access (PRA) and Remote Support (RS) ,BeyondTrust Privileged Remote Access (PRA) and Remote Support (RS) Command Injection Vulnerability ,2024-12-19,"BeyondTrust Privileged Remote Access (PRA) and Remote Support (RS) contain a command injection vulnerability, which can allow an unauthenticated attacker to inject commands that are run as a site user. ",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-12-27,Unknown,https://www.beyondtrust.com/trust-center/security-advisories/bt24-10 ; https://nvd.nist.gov/vuln/detail/CVE-2024-12356,CWE-77,8.1
CVE-2024-43047,Qualcomm,Multiple Chipsets ,Qualcomm Multiple Chipsets Use-After-Free Vulnerability,2024-10-08,Multiple Qualcomm chipsets contain a use-after-free vulnerability due to memory corruption in DSP Services while maintaining memory maps of HLOS memory. ,Apply remediations or mitigations per vendor instructions or discontinue use of the product if remediation or mitigations are unavailable.,2024-10-29,Unknown,https://git.codelinaro.org/clo/la/platform/vendor/qcom/opensource/dsp-kernel/-/commit/0e27b6c7d2bd8d0453e4465ac2ca49a8f8c440e2 ; https://nvd.nist.gov/vuln/detail/CVE-2024-43047,CWE-416,8.1
CVE-2016-2386,SAP,NetWeaver,SAP NetWeaver SQL Injection Vulnerability,2022-06-09,SQL injection vulnerability in the UDDI server in SAP NetWeaver J2EE Engine 7.40 allows remote attackers to execute arbitrary SQL commands via unspecified vectors.,Apply updates per vendor instructions.,2022-06-30,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2016-2386,CWE-89,8.1
CVE-2020-5410,VMware Tanzu,Spring Cloud Configuration (Config) Server,VMware Tanzu Spring Cloud Config Directory Traversal Vulnerability,2022-03-25,"Spring, by VMware Tanzu, Cloud Config contains a path traversal vulnerability that allows applications to serve arbitrary configuration files.",Apply updates per vendor instructions.,2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-5410,CWE-23,8.1
CVE-2019-16920,D-Link,Multiple Routers,D-Link Multiple Routers Command Injection Vulnerability,2022-03-25,Multiple D-Link routers contain a command injection vulnerability which can allow attackers to achieve full system compromise.,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2019-16920,CWE-78,8.1
CVE-2017-6743,Cisco,IOS and IOS XE Software,Cisco IOS and IOS XE Software SNMP Remote Code Execution Vulnerability,2022-03-03,"The Simple Network Management Protocol (SNMP) subsystem of Cisco IOS and IOS XE contains a vulnerability that could allow an authenticated, remote attacker to remotely execute code.",Apply updates per vendor instructions.,2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-6743,CWE-119,8.1
CVE-2014-0496,Adobe,Reader and Acrobat,Adobe Reader and Acrobat Use-After-Free Vulnerability,2022-03-03,Adobe Reader and Acrobat contain a use-after-free vulnerability which can allow for code execution.,Apply updates per vendor instructions.,2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2014-0496,CWE-399,8.1
CVE-2021-30860,Apple,Multiple Products,Apple Multiple Products Integer Overflow Vulnerability,2021-11-03,"Apple iOS, iPadOS, macOS, and watchOS CoreGraphics contain an integer overflow vulnerability which may allow code execution when processing a maliciously crafted PDF. The vulnerability is also known under the moniker of FORCEDENTRY.",Apply updates per vendor instructions.,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-30860,"CWE-20, CWE-190",8.1
CVE-2019-1653,Cisco,Small Business RV320 and RV325 Routers,Cisco Small Business RV320 and RV325 Routers Information Disclosure Vulnerability,2021-11-03,Cisco Small Business RV320 and RV325 Dual Gigabit WAN VPN Routers contain improper access controls for URLs. Exploitation could allow an attacker to download the router configuration or detailed diagnostic information.,Apply updates per vendor instructions.,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2019-1653,CWE-284,8.1
CVE-2020-6819,Mozilla,Firefox and Thunderbird,Mozilla Firefox And Thunderbird Use-After-Free Vulnerability,2021-11-03,"Mozilla Firefox and Thunderbird contain a race condition vulnerability when running the nsDocShell destructor under certain conditions. The race condition creates a use-after-free vulnerability, causing unspecified impacts.",Apply updates per vendor instructions.,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-6819,"CWE-362, CWE-416",8.1
CVE-2020-14883,Oracle,WebLogic Server,Oracle WebLogic Server Unspecified Vulnerability,2021-11-03,"Oracle WebLogic Server contains an unspecified vulnerability in the Console component with high impacts to confidentilaity, integrity, and availability.",Apply updates per vendor instructions.,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-14883,,8.1
